position_number,position_description,name,dob,nationality,value
10,Right Winger,Farid Boulaya,"Feb 25, 1993 (27)",Algeria / France,£1.26m
-,Right Winger,Lamine Gueye,"Mar 13, 1998 (22)",Senegal,£675Th.
26,Second Striker,Papa Ndiaga Yade,"Jan 5, 2000 (20)",Senegal,£225Th.
20,Centre-Forward,Habib Diallo,"Jun 15, 1995 (25)",Senegal,£10.80m
7,Centre-Forward,Ibrahima Niane,"Mar 11, 1999 (21)",Senegal,£2.88m
9,Centre-Forward,Thierry Ambrose,"Mar 28, 1997 (23)",France / Guadeloupe,£1.44m
1,Goalkeeper,Gautier Larsonneur,"Feb 23, 1997 (23)",France,£5.85m
30,Goalkeeper,Sébastien Cibois,"Mar 2, 1998 (22)",France,£225Th.
23,Centre-Back,Christophe Hérelle,"Aug 22, 1992 (28)",France / Martinique,£4.95m
17,Centre-Back,Denys Bain,"Jul 2, 1993 (27)",France / Benin,£1.80m
2,Centre-Back,Jean-Kevin Duverne,"Jul 12, 1997 (23)",France / Haiti,£1.44m
5,Centre-Back,Brendan Chardonnet,"Dec 22, 1994 (25)",France,£585Th.
18,Left-Back,Romain Perraud,"Sep 22, 1997 (22)",France,£1.80m
24,Left-Back,Ludovic Baal,"May 24, 1986 (34)",French Guiana / France,£293Th.
20,Right-Back,Ronaël Pierre-Gabriel,"Jun 13, 1998 (22)",France,£3.24m
22,Right-Back,Julien Faussurier,"Jan 14, 1987 (33)",France,£720Th.
6,Defensive Midfield,Ibrahima Diallo,"Mar 8, 1999 (21)",France / Senegal,£13.50m
13,Defensive Midfield,Paul Lasne,"Jan 16, 1989 (31)",France,£1.53m
15,Defensive Midfield,Idrissa Dioh,"Jan 21, 1999 (21)",France,£135Th.
11,Central Midfield,Cristian Battocchio,"Feb 10, 1992 (28)",Italy / Argentina,£1.53m
7,Central Midfield,Haris Belkebla,"Jan 28, 1994 (26)",Algeria / France,£1.08m
28,Central Midfield,Hianga'a M'Bock,"Dec 28, 1999 (20)",France / Cameroon,£653Th.
19,Central Midfield,Ferris N'Goma,"Jun 15, 1993 (27)",France / DR Congo,£495Th.
27,Central Midfield,Hugo Magnetti,"May 30, 1998 (22)",France,£473Th.
21,Central Midfield,Romain Faivre,"Jul 14, 1998 (22)",France / Algeria,£450Th.
29,Left Winger,Heriberto Tavares,"Feb 19, 1997 (23)",Portugal / Cape Verde,£1.53m
26,Left Winger,Jérémy Le Douaron,"Apr 21, 1998 (22)",France,£135Th.
9,Right Winger,Franck Honorat,"Aug 11, 1996 (24)",France,£3.60m
14,Centre-Forward,Irvin Cardona,"Aug 8, 1997 (23)",France / Malta,£5.40m
10,Centre-Forward,Gaëtan Charbonnier,"Dec 27, 1988 (31)",France,£1.80m
-,Centre-Forward,Rafiki Saïd,"Mar 15, 2000 (20)",Comoros / France,£135Th.
30,Goalkeeper,Wuilker Fariñez,"Feb 15, 1998 (22)",Venezuela,£4.05m
16,Goalkeeper,Jean-Louis Leca,"Sep 21, 1985 (34)",France,£1.17m
1,Goalkeeper,Didier Desprez,"Sep 13, 1999 (20)",France,£270Th.
24,Centre-Back,Jonathan Gradit,"Nov 24, 1992 (27)",France,£1.08m
15,Centre-Back,Steven Fortes,"Apr 17, 1992 (28)",Cape Verde / France,£720Th.
4,Centre-Back,Loïc Badé,"Apr 11, 2000 (20)",France,£450Th.
26,Centre-Back,Aleksandar Radovanovic,"Nov 11, 1993 (26)",Serbia,£428Th.
5,Centre-Back,Zakaria Diallo,"Aug 13, 1986 (34)",France / Senegal,£405Th.
14,Left-Back,Facundo Medina,"May 28, 1999 (21)",Argentina,£4.05m
3,Left-Back,Issiaga Sylla,"Jan 1, 1994 (26)",Guinea,£2.52m
21,Left-Back,Massadio Haidara,"Dec 2, 1992 (27)",Mali / France,£720Th.
33,Left-Back,Ismaël Boura,"Aug 14, 2000 (20)",France,£135Th.
11,Right-Back,Jonathan Clauss,"Sep 25, 1992 (27)",France,£1.35m
13,Right-Back,Clément Michelin,"May 11, 1997 (23)",France,£810Th.
20,Right-Back,Cheick Traoré,"Mar 31, 1995 (25)",Mali / France,£720Th.
28,Defensive Midfield,Cheick Doucouré,"Jan 8, 2000 (20)",Mali,£1.62m
6,Defensive Midfield,Manuel Perez,"May 11, 1991 (29)",France,£585Th.
18,Defensive Midfield,Yannick Cahuzac,"Jan 18, 1985 (35)",France,£360Th.
8,Central Midfield,Seko Fofana,"May 7, 1995 (25)",Cote d'Ivoire / France,£9.00m
10,Attacking Midfield,Gaël Kakuta,"Jun 21, 1991 (29)",DR Congo / France,£2.52m
-,Attacking Midfield,Adam Oudjani,"Aug 29, 2001 (19)",France / Algeria,£135Th.
9,Left Winger,Gaëtan Robail,"Jan 9, 1994 (26)",France,£1.08m
19,Left Winger,Charles Boli,"Aug 30, 1998 (22)",France / Cote d'Ivoire,£180Th.
-,Left Winger,David Costa,"Jan 5, 2001 (19)",Portugal,£135Th.
22,Right Winger,Tony Mauricio,"Mar 22, 1994 (26)",France / Portugal,£1.80m
25,Right Winger,Corentin Jean,"Jul 15, 1995 (25)",France,£1.44m
31,Right Winger,Cyrille Bayala,"May 24, 1996 (24)",Burkina Faso,£585Th.
27,Centre-Forward,Ignatius Ganago,"Feb 16, 1999 (21)",Cameroon,£3.24m
7,Centre-Forward,Florian Sotoca,"Oct 25, 1990 (29)",France,£1.08m
23,Centre-Forward,Simon Banza,"Aug 13, 1996 (24)",France / DR Congo,£810Th.
30,Goalkeeper,Baptiste Reynet,"Oct 28, 1990 (29)",France,£2.16m
16,Goalkeeper,Lucas Dias,"May 22, 1999 (21)",France / Portugal,£563Th.
23,Centre-Back,Anthony Briancon,"Nov 28, 1994 (25)",France,£2.88m
4,Centre-Back,Pablo Martinez,"Feb 21, 1989 (31)",France / Spain,£2.25m
5,Centre-Back,Loïck Landre,"May 5, 1992 (28)",France / Guadeloupe,£1.44m
21,Centre-Back,Kelyan Guessoum,"Feb 5, 1999 (21)",France / Algeria,£270Th.
26,Left-Back,Florian Miguel,"Sep 1, 1996 (23)",France / Portugal,£1.44m
3,Left-Back,Birger Meling,"Dec 17, 1994 (25)",Norway,£1.08m
29,Right-Back,Sofiane Alakouch,"Jul 29, 1998 (22)",France / Morocco,£2.88m
15,Right-Back,Gaëtan Paquiez,"Feb 15, 1994 (26)",France,£720Th.
18,Defensive Midfield,Andrés Cubas,"May 22, 1996 (24)",Paraguay / Argentina,£2.88m
6,Defensive Midfield,Sidy Sarr,"Jun 5, 1996 (24)",Senegal,£1.44m
8,Defensive Midfield,Lucas Deaux,"Dec 26, 1988 (31)",France,£1.26m
12,Central Midfield,Lamine Fomba,"Jan 26, 1998 (22)",France / Mali,£3.24m
14,Central Midfield,Antoine Valerio,"Dec 11, 1999 (20)",France,£180Th.
20,Right Midfield,Renaud Ripart,"Mar 14, 1993 (27)",France,£2.88m
10,Right Midfield,Zinedine Ferhat,"Mar 1, 1993 (27)",Algeria,£2.52m
19,Right Midfield,Lucas Buades,"Dec 28, 1997 (22)",France,£270Th.
7,Left Midfield,Romain Philippoteaux,"Mar 2, 1988 (32)",France,£720Th.
17,Left Midfield,Haris Duljevic,"Nov 16, 1993 (26)",Bosnia-Herzegovina,£720Th.
22,Attacking Midfield,Yassine Benrahou,"Jan 24, 1999 (21)",Morocco / France,£3.60m
28,Centre-Forward,Moussa Koné,"Dec 30, 1996 (23)",Senegal,£2.52m
27,Centre-Forward,Kévin Denkey,"Nov 30, 2000 (19)",Togo / France,£1.62m
25,Centre-Forward,Nolan Roux,"Mar 1, 1988 (32)",France,£1.08m
9,Centre-Forward,Clément Depres,"Nov 25, 1994 (25)",France,£900Th.
24,Centre-Forward,Sami Ben Amar,"Mar 2, 1998 (22)",Morocco / France,£315Th.
16,Goalkeeper,Alfred Gomis,"Sep 5, 1993 (26)",Senegal / Italy,£2.16m
1,Goalkeeper,Rúnar Alex Rúnarsson,"Feb 18, 1995 (25)",Iceland,£1.08m
30,Goalkeeper,Lévi Ntumba,"Jan 12, 2001 (19)",France / DR Congo,£270Th.
4,Centre-Back,Jonathan Panzo,"Oct 25, 2000 (19)",England / Cote d'Ivoire,£2.43m
25,Centre-Back,Bruno Ecuele Manga,"Jul 16, 1988 (32)",Gabon / France,£1.98m
24,Centre-Back,Wesley Lautoa,"Aug 25, 1987 (33)",France,£1.26m
5,Centre-Back,Senou Coulibaly,"Sep 4, 1994 (25)",France / Mali,£720Th.
13,Left-Back,Aníbal Chalá,"May 9, 1996 (24)",Ecuador,£1.80m
3,Left-Back,Ngonda Muzinga,"Dec 31, 1994 (25)",DR Congo,£360Th.
26,Right-Back,Fouad Chafik,"Oct 16, 1986 (33)",Morocco / France,£585Th.
31,Right-Back,Ahmad Ngouyamsa,"Dec 21, 2000 (19)",Cameroon,£135Th.
6,Central Midfield,Pape Cheikh,"Aug 8, 1997 (23)",Spain / Senegal,£4.95m
22,Central Midfield,Didier Ndong,"Jun 17, 1994 (26)",Gabon,£2.88m
20,Central Midfield,Romain Amalfitano,"Aug 27, 1989 (31)",France,£1.44m
14,Central Midfield,Jordan Marié,"Sep 29, 1991 (28)",France,£720Th.
8,Right Midfield,Éric Ebimbe,"Nov 21, 2000 (19)",France / Cameroon,£1.35m
10,Attacking Midfield,Yassine Benzia,"Sep 8, 1994 (25)",Algeria / France,£1.44m
7,Attacking Midfield,Frédéric Sammaritano,"Mar 23, 1986 (34)",France,£293Th.
31,Attacking Midfield,Amir Arli,"Jan 5, 2003 (17)",Turkey / France,
21,Left Winger,Mounir Chouiar,"Jan 23, 1999 (21)",France / Morocco,£6.48m
29,Left Winger,Alex Dobre,"Aug 30, 1998 (22)",Romania,£45Th.
17,Right Winger,Mama Baldé,"Nov 6, 1995 (24)",Guinea-Bissau / Portugal,£2.88m
11,Centre-Forward,Julio Tavarès,"Nov 19, 1988 (31)",Cape Verde / France,£1.98m
27,Centre-Forward,Aurélien Scheidler,"Jun 4, 1998 (22)",France,£653Th.
23,Centre-Forward,Rayan Philippe,"Oct 23, 2000 (19)",France,£225Th.
30,Goalkeeper,Paul Nardi,"May 18, 1994 (26)",France,£1.80m
1,Goalkeeper,Matthieu Dreyer,"Mar 20, 1989 (31)",France,£360Th.
16,Goalkeeper,Teddy Bartouche,"Jun 5, 1997 (23)",France / Guadeloupe,£135Th.
15,Centre-Back,Julien Laporte,"Nov 4, 1993 (26)",France,£1.08m
5,Centre-Back,Thomas Fontaine,"May 8, 1991 (29)",Madagascar / France,£720Th.
20,Centre-Back,Matthieu Saunier,"Feb 7, 1990 (30)",France,£495Th.
25,Centre-Back,Josué Homawoo,"Nov 12, 1997 (22)",Togo / France,£135Th.
25,Left-Back,Vincent Le Goff,"Oct 15, 1989 (30)",France,£1.08m
21,Left-Back,Jérémy Morel,"Apr 2, 1984 (36)",Madagascar / France,£225Th.
17,Right-Back,Houboulang Mendes,"May 4, 1998 (22)",France / Guinea-Bissau,£315Th.
14,Right-Back,Jérôme Hergault,"Apr 5, 1986 (34)",France,£270Th.
8,Defensive Midfield,Trevoh Chalobah,"Jul 5, 1999 (21)",England / Sierra Leone,£2.43m
-,Defensive Midfield,Thomas Monconduit,"Feb 10, 1991 (29)",France,£1.80m
6,Defensive Midfield,Laurent Abergel,"Feb 1, 1993 (27)",France,£900Th.
18,Defensive Midfield,Fabien Lemoine,"Mar 16, 1987 (33)",France,£720Th.
24,Defensive Midfield,Franklin Wadja,"May 1, 1995 (25)",Cameroon,£540Th.
10,Central Midfield,Enzo Le Fée,"Feb 3, 2000 (20)",France,£2.70m
37,Central Midfield,Julien Ponceau,"Nov 28, 2000 (19)",France / Angola,£1.62m
22,Central Midfield,Jonathan Delaplace,"Mar 20, 1986 (34)",France,£293Th.
11,Attacking Midfield,Quentin Boisgard,"Mar 17, 1997 (23)",France,£1.80m
13,Attacking Midfield,Sylvain Marveaux,"Apr 15, 1986 (34)",France / Martinique,£360Th.
19,Left Winger,Yoane Wissa,"Sep 3, 1996 (23)",France / DR Congo,£3.15m
7,Right Winger,Stéphane Diarra,"Dec 9, 1998 (21)",Cote d'Ivoire / France,£1.62m
27,Centre-Forward,Adrian Grbic,"Aug 4, 1996 (24)",Austria / Croatia,£6.30m
29,Centre-Forward,Pierre-Yves Hamel,"Mar 19, 1994 (26)",France,£2.16m
9,Centre-Forward,Umut Bozok,"Sep 19, 1996 (23)",Turkey / France,£1.08m
28,Centre-Forward,Gaëtan Courtet,"Feb 22, 1989 (31)",France,£810Th.
31,Goalkeeper,Ederson,"Aug 17, 1993 (27)",Brazil / Portugal,£50.40m
-,Goalkeeper,Zack Steffen,"Apr 2, 1995 (25)",United States,£5.40m
49,Goalkeeper,Arijanet Muric,"Nov 7, 1998 (21)",Kosovo / Montenegro,£1.62m
33,Goalkeeper,Scott Carson,"Sep 3, 1985 (34)",England,£720Th.
14,Centre-Back,Aymeric Laporte,"May 27, 1994 (26)",France,£54.00m
5,Centre-Back,John Stones,"May 28, 1994 (26)",England,£27.00m
6,Centre-Back,Nathan Aké,"Feb 18, 1995 (25)",Netherlands / Cote d'Ivoire,£25.20m
50,Centre-Back,Eric García,"Jan 9, 2001 (19)",Spain,£14.40m
30,Centre-Back,Nicolás Otamendi,"Feb 12, 1988 (32)",Argentina,£13.05m
34,Centre-Back,Philippe Sandler,"Feb 10, 1997 (23)",Netherlands,£3.15m
24,Centre-Back,Tosin Adarabioyo,"Sep 24, 1997 (22)",England / Nigeria,£2.52m
78,Centre-Back,Taylor Harwood-Bellis,"Jan 30, 2002 (18)",England,£2.07m
22,Left-Back,Benjamin Mendy,"Jul 17, 1994 (26)",France / Senegal,£25.20m
11,Left-Back,Oleksandr Zinchenko,"Dec 15, 1996 (23)",Ukraine,£21.60m
12,Left-Back,Angeliño,"Jan 4, 1997 (23)",Spain,£18.00m
2,Right-Back,Kyle Walker,"May 28, 1990 (30)",England,£36.00m
27,Right-Back,João Cancelo,"May 27, 1994 (26)",Portugal,£32.40m
-,Right-Back,Yan Couto,"Jun 3, 2002 (18)",Brazil,£3.24m
16,Defensive Midfield,Rodri,"Jun 22, 1996 (24)",Spain,£57.60m
-,Defensive Midfield,Yangel Herrera,"Jan 7, 1998 (22)",Venezuela,£8.10m
25,Defensive Midfield,Fernandinho,"May 4, 1985 (35)",Brazil,£7.20m
-,Defensive Midfield,Ante Palaversa,"Apr 6, 2000 (20)",Croatia,£3.24m
8,Central Midfield,Ilkay Gündogan,"Oct 24, 1990 (29)",Germany,£36.00m
47,Central Midfield,Phil Foden,"May 28, 2000 (20)",England,£36.00m
17,Attacking Midfield,Kevin De Bruyne,"Jun 28, 1991 (29)",Belgium,£108.00m
-,Attacking Midfield,Luka Ilic,"Jul 2, 1999 (21)",Serbia,£1.08m
77,Attacking Midfield,Ryotaro Meshino,"Jun 18, 1998 (22)",Japan,£405Th.
7,Left Winger,Raheem Sterling,"Dec 8, 1994 (25)",England / Jamaica,£115.20m
-,Left Winger,Marlos Moreno,"Sep 20, 1996 (23)",Colombia,£293Th.
20,Right Winger,Bernardo Silva,"Aug 10, 1994 (26)",Portugal,£72.00m
26,Right Winger,Riyad Mahrez,"Feb 21, 1991 (29)",Algeria / France,£43.20m
21,Right Winger,Ferran Torres,"Feb 29, 2000 (20)",Spain,£40.50m
-,Right Winger,Patrick Roberts,"Feb 5, 1997 (23)",England,£2.52m
9,Centre-Forward,Gabriel Jesus,"Apr 3, 1997 (23)",Brazil,£50.40m
10,Centre-Forward,Sergio Agüero,"Jun 2, 1988 (32)",Argentina / Spain,£46.80m
1,Goalkeeper,Alisson,"Oct 2, 1992 (27)",Brazil,£64.80m
13,Goalkeeper,Adrián,"Jan 3, 1987 (33)",Spain,£3.60m
-,Goalkeeper,Loris Karius,"Jun 22, 1993 (27)",Germany,£2.88m
62,Goalkeeper,Caoimhin Kelleher,"Nov 23, 1998 (21)",Ireland,£810Th.
4,Centre-Back,Virgil van Dijk,"Jul 8, 1991 (29)",Netherlands / Suriname,£72.00m
12,Centre-Back,Joe Gomez,"May 23, 1997 (23)",England / The Gambia,£36.00m
32,Centre-Back,Joel Matip,"Aug 8, 1991 (29)",Cameroon / Germany,£28.80m
72,Centre-Back,Sepp van den Berg,"Dec 20, 2001 (18)",Netherlands,£1.62m
26,Left-Back,Andrew Robertson,"Mar 11, 1994 (26)",Scotland,£57.60m
21,Left-Back,Konstantinos Tsimikas,"May 12, 1996 (24)",Greece,£8.10m
66,Right-Back,Trent Alexander-Arnold,"Oct 7, 1998 (21)",England,£99.00m
76,Right-Back,Neco Williams,"Apr 13, 2001 (19)",Wales,£3.60m
3,Defensive Midfield,Fabinho,"Oct 23, 1993 (26)",Brazil,£50.40m
5,Central Midfield,Georginio Wijnaldum,"Nov 11, 1990 (29)",Netherlands / Suriname,£36.00m
8,Central Midfield,Naby Keïta,"Feb 10, 1995 (25)",Guinea,£36.00m
14,Central Midfield,Jordan Henderson,"Jun 17, 1990 (30)",England,£25.20m
15,Central Midfield,Alex Oxlade-Chamberlain,"Aug 15, 1993 (27)",England,£25.20m
16,Central Midfield,Marko Grujic,"Apr 13, 1996 (24)",Serbia,£13.05m
7,Central Midfield,James Milner,"Jan 4, 1986 (34)",England,£5.85m
17,Central Midfield,Curtis Jones,"Jan 30, 2001 (19)",England,£4.50m
58,Attacking Midfield,Ben Woodburn,"Oct 15, 1999 (20)",Wales / England,£4.05m
10,Left Winger,Sadio Mané,"Apr 10, 1992 (28)",Senegal,£108.00m
18,Left Winger,Takumi Minamino,"Jan 16, 1995 (25)",Japan,£9.00m
11,Right Winger,Mohamed Salah,"Jun 15, 1992 (28)",Egypt,£108.00m
59,Right Winger,Harry Wilson,"Mar 22, 1997 (23)",Wales / England,£15.75m
23,Right Winger,Xherdan Shaqiri,"Oct 10, 1991 (28)",Switzerland / Kosovo,£14.40m
54,Right Winger,Sheyi Ojo,"Jun 19, 1997 (23)",England / Nigeria,£1.44m
9,Centre-Forward,Roberto Firmino,"Oct 2, 1991 (28)",Brazil,£64.80m
27,Centre-Forward,Divock Origi,"Apr 18, 1995 (25)",Belgium / Kenya,£14.40m
24,Centre-Forward,Rhian Brewster,"Apr 1, 2000 (20)",England / Turkey,£4.86m
-,Centre-Forward,Taiwo Awoniyi,"Aug 12, 1997 (23)",Nigeria,£2.88m
1,Goalkeeper,Kepa,"Oct 3, 1994 (25)",Spain,£25.20m
13,Goalkeeper,Willy Caballero,"Sep 28, 1981 (38)",Argentina / Spain,£540Th.
2,Centre-Back,Antonio Rüdiger,"Mar 3, 1993 (27)",Germany / Sierra Leone,£36.00m
15,Centre-Back,Kurt Zouma,"Oct 27, 1994 (25)",France / Central African Republic,£25.20m
4,Centre-Back,Andreas Christensen,"Apr 10, 1996 (24)",Denmark,£21.60m
-,Centre-Back,Malang Sarr,"Jan 23, 1999 (21)",France / Senegal,£14.40m
29,Centre-Back,Fikayo Tomori,"Dec 19, 1997 (22)",England / Canada,£14.40m
44,Centre-Back,Ethan Ampadu,"Sep 14, 2000 (19)",Wales / England,£8.10m
-,Centre-Back,Thiago Silva,"Sep 22, 1984 (35)",Brazil / France,£4.32m
-,Left-Back,Ben Chilwell,"Dec 21, 1996 (23)",England,£36.00m
33,Left-Back,Emerson,"Aug 3, 1994 (26)",Italy / Brazil,£21.60m
3,Left-Back,Marcos Alonso,"Dec 28, 1990 (29)",Spain,£16.20m
-,Left-Back,Abdul Rahman Baba,"Jul 2, 1994 (26)",Ghana,£2.16m
28,Right-Back,César Azpilicueta,"Aug 28, 1989 (31)",Spain,£21.60m
24,Right-Back,Reece James,"Dec 8, 1999 (20)",England,£20.25m
-,Right-Back,Davide Zappacosta,"Jun 11, 1992 (28)",Italy,£9.00m
5,Defensive Midfield,Jorginho,"Dec 20, 1991 (28)",Italy / Brazil,£46.80m
14,Defensive Midfield,Tiemoué Bakayoko,"Aug 17, 1994 (26)",France / Cote d'Ivoire,£22.95m
7,Central Midfield,N'Golo Kanté,"Mar 29, 1991 (29)",France / Mali,£72.00m
17,Central Midfield,Mateo Kovacic,"May 6, 1994 (26)",Croatia,£36.00m
12,Central Midfield,Ruben Loftus-Cheek,"Jan 23, 1996 (24)",England,£21.60m
8,Central Midfield,Ross Barkley,"Dec 5, 1993 (26)",England,£19.35m
47,Central Midfield,Billy Gilmour,"Jun 11, 2001 (19)",Scotland,£4.86m
6,Central Midfield,Danny Drinkwater,"Mar 5, 1990 (30)",England,£4.32m
-,Left Midfield,Kenedy,"Feb 8, 1996 (24)",Brazil,£8.55m
19,Attacking Midfield,Mason Mount,"Jan 10, 1999 (21)",England,£36.45m
55,Attacking Midfield,Faustino Anjorin,"Nov 23, 2001 (18)",England / Nigeria,£2.07m
10,Left Winger,Christian Pulisic,"Sep 18, 1998 (21)",United States / Croatia,£54.00m
20,Left Winger,Callum Hudson-Odoi,"Nov 7, 2000 (19)",England / Ghana,£28.35m
22,Right Winger,Hakim Ziyech,"Mar 19, 1993 (27)",Morocco / Netherlands,£36.00m
11,Centre-Forward,Timo Werner,"Mar 6, 1996 (24)",Germany,£57.60m
9,Centre-Forward,Tammy Abraham,"Oct 2, 1997 (22)",England / Nigeria,£36.00m
23,Centre-Forward,Michy Batshuayi,"Oct 2, 1993 (26)",Belgium / DR Congo,£12.60m
18,Centre-Forward,Olivier Giroud,"Sep 30, 1986 (33)",France,£6.30m
1,Goalkeeper,David de Gea,"Nov 7, 1990 (29)",Spain,£36.00m
34,Goalkeeper,Dean Henderson,"Mar 12, 1997 (23)",England,£18.00m
22,Goalkeeper,Sergio Romero,"Feb 22, 1987 (33)",Argentina / Italy,£2.52m
13,Goalkeeper,Lee Grant,"Jan 27, 1983 (37)",England,£540Th.
5,Centre-Back,Harry Maguire,"Mar 5, 1993 (27)",England,£50.40m
2,Centre-Back,Victor Lindelöf,"Jul 17, 1994 (26)",Sweden,£25.20m
12,Centre-Back,Chris Smalling,"Nov 22, 1989 (30)",England,£18.00m
3,Centre-Back,Eric Bailly,"Apr 12, 1994 (26)",Cote d'Ivoire,£15.75m
16,Centre-Back,Marcos Rojo,"Mar 20, 1990 (30)",Argentina,£7.20m
38,Centre-Back,Axel Tuanzebe,"Nov 14, 1997 (22)",England / DR Congo,£7.20m
4,Centre-Back,Phil Jones,"Feb 21, 1992 (28)",England,£6.30m
23,Left-Back,Luke Shaw,"Jul 12, 1995 (25)",England,£19.80m
53,Left-Back,Brandon Williams,"Sep 3, 2000 (19)",England,£9.90m
29,Right-Back,Aaron Wan-Bissaka,"Nov 26, 1997 (22)",England / DR Congo,£36.00m
20,Right-Back,Diogo Dalot,"Mar 18, 1999 (21)",Portugal,£10.80m
24,Right-Back,Timothy Fosu-Mensah,"Jan 2, 1998 (22)",Netherlands / Ghana,£5.67m
31,Defensive Midfield,Nemanja Matic,"Aug 1, 1988 (32)",Serbia / Slovakia,£14.40m
37,Defensive Midfield,James Garner,"Mar 13, 2001 (19)",England,£2.43m
6,Central Midfield,Paul Pogba,"Mar 15, 1993 (27)",France,£72.00m
39,Central Midfield,Scott McTominay,"Dec 8, 1996 (23)",Scotland / England,£20.25m
17,Central Midfield,Fred,"Mar 5, 1993 (27)",Brazil,£15.75m
18,Attacking Midfield,Bruno Fernandes,"Sep 8, 1994 (25)",Portugal,£63.00m
15,Attacking Midfield,Andreas Pereira,"Jan 1, 1996 (24)",Brazil / Belgium,£14.40m
8,Attacking Midfield,Juan Mata,"Apr 28, 1988 (32)",Spain,£8.55m
10,Left Winger,Marcus Rashford,"Oct 31, 1997 (22)",England,£72.00m
21,Left Winger,Daniel James,"Nov 10, 1997 (22)",Wales / England,£17.10m
14,Right Winger,Jesse Lingard,"Dec 15, 1992 (27)",England,£15.75m
9,Centre-Forward,Anthony Martial,"Dec 5, 1995 (24)",France / Guadeloupe,£52.20m
26,Centre-Forward,Mason Greenwood,"Oct 1, 2001 (18)",England,£40.50m
25,Centre-Forward,Odion Ighalo,"Jun 16, 1989 (31)",Nigeria / Italy,£4.68m
1,Goalkeeper,Hugo Lloris,"Dec 26, 1986 (33)",France,£13.05m
22,Goalkeeper,Paulo Gazzaniga,"Jan 2, 1992 (28)",Argentina / Italy,£2.52m
12,Goalkeeper,Joe Hart,"Apr 19, 1987 (33)",England,£2.16m
41,Goalkeeper,Alfie Whiteman,"Oct 2, 1998 (21)",England,£675Th.
6,Centre-Back,Davinson Sánchez,"Jun 12, 1996 (24)",Colombia,£43.20m
4,Centre-Back,Toby Alderweireld,"Mar 2, 1989 (31)",Belgium,£21.60m
21,Centre-Back,Juan Foyth,"Jan 12, 1998 (22)",Argentina / Spain,£12.15m
39,Centre-Back,Japhet Tanganga,"Mar 31, 1999 (21)",England / DR Congo,£6.48m
38,Centre-Back,Cameron Carter-Vickers,"Dec 31, 1997 (22)",United States / England,£1.80m
33,Left-Back,Ben Davies,"Apr 24, 1993 (27)",Wales,£15.75m
3,Left-Back,Danny Rose,"Jul 2, 1990 (30)",England / Jamaica,£14.40m
2,Right-Back,Matt Doherty,"Jan 16, 1992 (28)",Ireland,£14.40m
24,Right-Back,Serge Aurier,"Dec 24, 1992 (27)",Cote d'Ivoire,£14.40m
15,Defensive Midfield,Eric Dier,"Jan 15, 1994 (26)",England / Portugal,£18.00m
28,Central Midfield,Tanguy Ndombélé,"Dec 28, 1996 (23)",France / DR Congo,£40.50m
18,Central Midfield,Giovani Lo Celso,"Apr 9, 1996 (24)",Argentina / Italy,£36.00m
8,Central Midfield,Harry Winks,"Feb 2, 1996 (24)",England,£25.20m
5,Central Midfield,Pierre-Emile Höjbjerg,"Aug 5, 1995 (25)",Denmark / France,£18.00m
17,Central Midfield,Moussa Sissoko,"Aug 16, 1989 (31)",France / Mali,£18.00m
30,Central Midfield,Gedson Fernandes,"Jan 9, 1999 (21)",Portugal / Sao Tome and Principe,£12.15m
19,Left Midfield,Ryan Sessegnon,"May 18, 2000 (20)",England,£22.50m
20,Attacking Midfield,Dele Alli,"Apr 11, 1996 (24)",England / Nigeria,£57.60m
7,Left Winger,Heung-min Son,"Jul 8, 1992 (28)","Korea, South",£57.60m
23,Left Winger,Steven Bergwijn,"Oct 8, 1997 (22)",Netherlands / Suriname,£25.20m
27,Right Winger,Lucas Moura,"Aug 13, 1992 (28)",Brazil,£28.80m
11,Right Winger,Erik Lamela,"Mar 4, 1992 (28)",Argentina / Spain,£14.40m
47,Right Winger,Jack Clarke,"Nov 23, 2000 (19)",England,£4.86m
10,Centre-Forward,Harry Kane,"Jul 28, 1993 (27)",England,£108.00m
1,Goalkeeper,Bernd Leno,"Mar 4, 1992 (28)",Germany,£28.80m
26,Goalkeeper,Emiliano Martínez,"Sep 2, 1992 (27)",Argentina,£7.20m
-,Goalkeeper,Dejan Iliev,"Feb 25, 1995 (25)",North Macedonia / England,£270Th.
33,Goalkeeper,Matt Macey,"Sep 9, 1994 (25)",England,£225Th.
4,Centre-Back,William Saliba,"Mar 24, 2001 (19)",France / Cameroon,£20.25m
20,Centre-Back,Shkodran Mustafi,"Apr 17, 1992 (28)",Germany / Albania,£13.50m
21,Centre-Back,Calum Chambers,"Jan 20, 1995 (25)",England,£13.05m
16,Centre-Back,Rob Holding,"Sep 20, 1995 (24)",England,£8.55m
5,Centre-Back,Sokratis,"Jun 9, 1988 (32)",Greece,£7.20m
23,Centre-Back,David Luiz,"Apr 22, 1987 (33)",Brazil / Portugal,£7.20m
22,Centre-Back,Pablo Marí,"Aug 31, 1993 (26)",Spain,£4.32m
3,Left-Back,Kieran Tierney,"Jun 5, 1997 (23)",Scotland / Isle of Man,£25.20m
31,Left-Back,Sead Kolasinac,"Jun 20, 1993 (27)",Bosnia-Herzegovina / Germany,£14.40m
2,Right-Back,Héctor Bellerín,"Mar 19, 1995 (25)",Spain,£28.80m
15,Right-Back,Ainsley Maitland-Niles,"Aug 29, 1997 (23)",England,£13.05m
