name,name_lower,firstinitial_lower,firstname_lower,lastname_lower,position_description,position_description_cleaned,value,birth_date,birth_year,birth_month,age,playing_country
Vladimir Darida,vladimir darida,v,vladimir,darida,Central Midfield,Midfielder,4950000.0,1990-08-08,1990,8,30,Czech Republic
Julian Albrecht,julian albrecht,j,julian,albrecht,Central Midfield,Midfielder,270000.0,2001-08-31,2001,8,18,Germany
Ondrej Duda,ondrej duda,o,ondrej,duda,Attacking Midfield,Midfielder,9450000.0,1994-12-05,1994,12,25,Slovakia
Lazar Samardzic,lazar samardzic,l,lazar,samardzic,Attacking Midfield,Midfielder,1350000.0,2002-02-24,2002,2,18,Germany
Javairô Dilrosun,javairo dilrosun,j,javairo,dilrosun,Left Winger,Forward,13050000.0,1998-06-22,1998,6,22,Netherlands
Maurice Covic,maurice covic,m,maurice,covic,Left Winger,Forward,135000.0,1998-04-17,1998,4,22,Germany
Dodi Lukebakio,dodi lukebakio,d,dodi,lukebakio,Right Winger,Forward,17100000.0,1997-09-24,1997,9,22,Belgium
Mathew Leckie,mathew leckie,m,mathew,leckie,Right Winger,Forward,1980000.0,1991-02-04,1991,2,29,Australia
Palko Dárdai,palko dardai,p,palko,dardai,Right Winger,Forward,563000.0,1999-04-24,1999,4,21,Germany
Matheus Cunha,matheus cunha,m,matheus,cunha,Centre-Forward,Forward,19800000.0,1999-05-27,1999,5,21,Brazil
Krzysztof Piatek,krzysztof piatek,k,krzysztof,piatek,Centre-Forward,Forward,19350000.0,1995-07-01,1995,7,25,Poland
Daishawn Redan,daishawn redan,d,daishawn,redan,Centre-Forward,Forward,3240000.0,2001-02-02,2001,2,19,Netherlands
Jessic Ngankam,jessic ngankam,j,jessic,ngankam,Centre-Forward,Forward,540000.0,2000-07-20,2000,7,20,Germany
Muhammed Kiprit,muhammed kiprit,m,muhammed,kiprit,Centre-Forward,Forward,315000.0,1999-07-09,1999,7,21,Turkey
Oliver Baumann,oliver baumann,o,oliver,baumann,Goalkeeper,Goalkeeper,4950000.0,1990-06-02,1990,6,30,Germany
Philipp Pentke,philipp pentke,p,philipp,pentke,Goalkeeper,Goalkeeper,270000.0,1985-05-01,1985,5,35,Germany
Luca Philipp,luca philipp,l,luca,philipp,Goalkeeper,Goalkeeper,45000.0,2000-11-28,2000,11,19,Germany
Stefan Posch,stefan posch,s,stefan,posch,Centre-Back,Defender,9900000.0,1997-05-14,1997,5,23,Austria
Kevin Vogt,kevin vogt,k,kevin,vogt,Centre-Back,Defender,6300000.0,1991-09-23,1991,9,28,Germany
Benjamin Hübner,benjamin hubner,b,benjamin,hubner,Centre-Back,Defender,4320000.0,1989-07-04,1989,7,31,Germany
Kevin Akpoguma,kevin akpoguma,k,kevin,akpoguma,Centre-Back,Defender,4320000.0,1995-04-19,1995,4,25,Germany
Kasim Adams,kasim adams,k,kasim,adams,Centre-Back,Defender,2880000.0,1995-06-22,1995,6,25,Ghana
Ermin Bicakcic,ermin bicakcic,e,ermin,bicakcic,Centre-Back,Defender,2520000.0,1990-01-24,1990,1,30,Bosnia-Herzegovina
Havard Nordtveit,havard nordtveit,h,havard,nordtveit,Centre-Back,Defender,1440000.0,1990-06-21,1990,6,30,Norway
Melayro Bogarde,melayro bogarde,m,melayro,bogarde,Centre-Back,Defender,900000.0,2002-05-28,2002,5,18,Netherlands
Konstantinos Stafylidis,konstantinos stafylidis,k,konstantinos,stafylidis,Left-Back,Defender,2160000.0,1993-12-02,1993,12,26,Greece
Pavel Kaderabek,pavel kaderabek,p,pavel,kaderabek,Right-Back,Defender,12150000.0,1992-04-25,1992,4,28,Czech Republic
Joshua Brenet,joshua brenet,j,joshua,brenet,Right-Back,Defender,2160000.0,1994-03-20,1994,3,26,Netherlands
Florian Grillitsch,florian grillitsch,f,florian,grillitsch,Defensive Midfield,Midfielder,18000000.0,1995-08-07,1995,8,25,Austria
Diadie Samassékou,diadie samassekou,d,diadie,samassekou,Defensive Midfield,Midfielder,10800000.0,1996-01-11,1996,1,24,Mali
Dennis Geiger,dennis geiger,d,dennis,geiger,Central Midfield,Midfielder,9900000.0,1998-06-10,1998,6,22,Germany
Ilay Elmkies,ilay elmkies,i,ilay,elmkies,Central Midfield,Midfielder,473000.0,2000-03-10,2000,3,20,Israel
Christoph Baumgartner,christoph baumgartner,c,christoph,baumgartner,Attacking Midfield,Midfielder,10800000.0,1999-08-01,1999,8,21,Austria
Mijat Gacinovic,mijat gacinovic,m,mijat,gacinovic,Attacking Midfield,Midfielder,6300000.0,1995-02-08,1995,2,25,Serbia
Jacob Bruun Larsen,jacob bruun larsen,j,jacob,larsen,Left Winger,Forward,9900000.0,1998-09-19,1998,9,21,Denmark
Sargis Adamyan,sargis adamyan,s,sargis,adamyan,Left Winger,Forward,3600000.0,1993-05-23,1993,5,27,Armenia
Felipe Pires,felipe pires,f,felipe,pires,Left Winger,Forward,653000.0,1995-04-18,1995,4,25,Brazil
Robert Skov,robert skov,r,robert,skov,Right Winger,Forward,12600000.0,1996-05-20,1996,5,24,Denmark
Ihlas Bebou,ihlas bebou,i,ihlas,bebou,Right Winger,Forward,7200000.0,1994-04-23,1994,4,26,Togo
Andrej Kramaric,andrej kramaric,a,andrej,kramaric,Centre-Forward,Forward,27450000.0,1991-06-19,1991,6,29,Croatia
Ishak Belfodil,ishak belfodil,i,ishak,belfodil,Centre-Forward,Forward,10800000.0,1992-01-12,1992,1,28,Algeria
Munas Dabbur,munas dabbur,m,munas,dabbur,Centre-Forward,Forward,7200000.0,1992-05-14,1992,5,28,Israel
João Klauss,joao klauss,j,joao,klauss,Centre-Forward,Forward,1800000.0,1997-03-01,1997,3,23,Brazil
Maximilian Beier,maximilian beier,m,maximilian,beier,Centre-Forward,Forward,1350000.0,2002-10-17,2002,10,17,Germany
Koen Casteels,koen casteels,k,koen,casteels,Goalkeeper,Goalkeeper,9450000.0,1992-06-25,1992,6,28,Belgium
Pavao Pervan,pavao pervan,p,pavao,pervan,Goalkeeper,Goalkeeper,585000.0,1987-11-13,1987,11,32,Austria
Niklas Klinger,niklas klinger,n,niklas,klinger,Goalkeeper,Goalkeeper,90000.0,1995-10-13,1995,10,24,Germany
Lino Kasten,lino kasten,l,lino,kasten,Goalkeeper,Goalkeeper,,2001-01-17,2001,1,19,Germany
John Anthony Brooks,john anthony brooks,j,john,brooks,Centre-Back,Defender,10800000.0,1993-01-28,1993,1,27,United States
Marin Pongracic,marin pongracic,m,marin,pongracic,Centre-Back,Defender,9000000.0,1997-09-11,1997,9,22,Croatia
Marcel Tisserand,marcel tisserand,m,marcel,tisserand,Centre-Back,Defender,5400000.0,1993-01-10,1993,1,27,DR Congo
Jeffrey Bruma,jeffrey bruma,j,jeffrey,bruma,Centre-Back,Defender,2250000.0,1991-11-13,1991,11,28,Netherlands
Maxence Lacroix,maxence lacroix,m,maxence,lacroix,Centre-Back,Defender,900000.0,2000-04-06,2000,4,20,France
Jérôme Roussillon,jerome roussillon,j,jerome,roussillon,Left-Back,Defender,14400000.0,1993-01-06,1993,1,27,France
Paulo Otávio,paulo otavio,p,paulo,otavio,Left-Back,Defender,720000.0,1994-11-23,1994,11,25,Brazil
William,william,w,william,william,Right-Back,Defender,9900000.0,1995-04-03,1995,4,25,Brazil
Kevin Mbabu,kevin mbabu,k,kevin,mbabu,Right-Back,Defender,7650000.0,1995-04-19,1995,4,25,Switzerland
Josuha Guilavogui,josuha guilavogui,j,josuha,guilavogui,Defensive Midfield,Midfielder,9900000.0,1990-09-19,1990,9,29,France
Ignacio Camacho,ignacio camacho,i,ignacio,camacho,Defensive Midfield,Midfielder,900000.0,1990-05-04,1990,5,30,Spain
Xaver Schlager,xaver schlager,x,xaver,schlager,Central Midfield,Midfielder,15300000.0,1997-09-28,1997,9,22,Austria
Maximilian Arnold,maximilian arnold,m,maximilian,arnold,Central Midfield,Midfielder,15300000.0,1994-05-27,1994,5,26,Germany
Yannick Gerhardt,yannick gerhardt,y,yannick,gerhardt,Central Midfield,Midfielder,6120000.0,1994-03-13,1994,3,26,Germany
Yunus Malli,yunus malli,y,yunus,malli,Attacking Midfield,Midfielder,2520000.0,1992-02-24,1992,2,28,Turkey
Julian Justvan,julian justvan,j,julian,justvan,Attacking Midfield,Midfielder,158000.0,1998-04-02,1998,4,22,Germany
Josip Brekalo,josip brekalo,j,josip,brekalo,Left Winger,Forward,12150000.0,1998-06-23,1998,6,22,Croatia
João Victor,joao victor,j,joao,victor,Left Winger,Forward,3150000.0,1994-03-27,1994,3,26,Brazil
John Yeboah,john yeboah,j,john,yeboah,Left Winger,Forward,518000.0,2000-06-23,2000,6,20,Germany
Renato Steffen,renato steffen,r,renato,steffen,Right Winger,Forward,3600000.0,1991-11-03,1991,11,28,Switzerland
Felix Klaus,felix klaus,f,felix,klaus,Right Winger,Forward,2160000.0,1992-09-13,1992,9,27,Germany
Admir Mehmedi,admir mehmedi,a,admir,mehmedi,Second Striker,Forward,7200000.0,1991-03-16,1991,3,29,Switzerland
Wout Weghorst,wout weghorst,w,wout,weghorst,Centre-Forward,Forward,27000000.0,1992-08-07,1992,8,28,Netherlands
Daniel Ginczek,daniel ginczek,d,daniel,ginczek,Centre-Forward,Forward,8100000.0,1991-04-13,1991,4,29,Germany
Bartosz Bialek,bartosz bialek,b,bartosz,bialek,Centre-Forward,Forward,2700000.0,2001-11-11,2001,11,18,Poland
Omar Marmoush,omar marmoush,o,omar,marmoush,Centre-Forward,Forward,360000.0,1999-02-07,1999,2,21,Egypt
Markus Schubert,markus schubert,m,markus,schubert,Goalkeeper,Goalkeeper,1620000.0,1998-06-12,1998,6,22,Germany
Ralf Fährmann,ralf fahrmann,r,ralf,fahrmann,Goalkeeper,Goalkeeper,1440000.0,1988-09-27,1988,9,31,Germany
Michael Langer,michael langer,m,michael,langer,Goalkeeper,Goalkeeper,90000.0,1985-01-06,1985,1,35,Austria
Ozan Kabak,ozan kabak,o,ozan,kabak,Centre-Back,Defender,26100000.0,2000-03-25,2000,3,20,Turkey
Matija Nastasic,matija nastasic,m,matija,nastasic,Centre-Back,Defender,11700000.0,1993-03-28,1993,3,27,Serbia
Benjamin Stambouli,benjamin stambouli,b,benjamin,stambouli,Centre-Back,Defender,8550000.0,1990-08-13,1990,8,30,France
Salif Sané,salif sane,s,salif,sane,Centre-Back,Defender,8550000.0,1990-08-25,1990,8,30,Senegal
Timo Becker,timo becker,t,timo,becker,Centre-Back,Defender,900000.0,1997-03-25,1997,3,23,Germany
Malick Thiaw,malick thiaw,m,malick,thiaw,Centre-Back,Defender,630000.0,2001-08-08,2001,8,19,Finland
Bastian Oczipka,bastian oczipka,b,bastian,oczipka,Left-Back,Defender,2880000.0,1989-01-12,1989,1,31,Germany
Hamza Mendyl,hamza mendyl,h,hamza,mendyl,Left-Back,Defender,2520000.0,1997-10-21,1997,10,22,Morocco
Omar Mascarell,omar mascarell,o,omar,mascarell,Defensive Midfield,Midfielder,9900000.0,1993-02-02,1993,2,27,Spain
Sebastian Rudy,sebastian rudy,s,sebastian,rudy,Defensive Midfield,Midfielder,4680000.0,1990-02-28,1990,2,30,Germany
Weston McKennie,weston mckennie,w,weston,mckennie,Central Midfield,Midfielder,18000000.0,1998-08-28,1998,8,22,United States
Suat Serdar,suat serdar,s,suat,serdar,Central Midfield,Midfielder,18000000.0,1997-04-11,1997,4,23,Germany
Nabil Bentaleb,nabil bentaleb,n,nabil,bentaleb,Central Midfield,Midfielder,3600000.0,1994-11-24,1994,11,25,Algeria
Nassim Boujellab,nassim boujellab,n,nassim,boujellab,Central Midfield,Midfielder,900000.0,1999-06-20,1999,6,21,Morocco
Jonas Hofmann,jonas hofmann,j,jonas,hofmann,Central Midfield,Midfielder,158000.0,1997-02-07,1997,2,23,Germany
Alessandro Schöpf,alessandro schopf,a,alessandro,schopf,Right Midfield,Midfielder,3600000.0,1994-02-07,1994,2,26,Austria
Amine Harit,amine harit,a,amine,harit,Attacking Midfield,Midfielder,21600000.0,1997-06-18,1997,6,23,Morocco
Can Bozdogan,can bozdogan,c,can,bozdogan,Attacking Midfield,Midfielder,900000.0,2001-04-05,2001,4,19,Germany
Levent Mercan,levent mercan,l,levent,mercan,Attacking Midfield,Midfielder,810000.0,2000-12-10,2000,12,19,Germany
Nick Taitague,nick taitague,n,nick,taitague,Attacking Midfield,Midfielder,45000.0,1999-02-17,1999,2,21,United States
Benito Raman,benito raman,b,benito,raman,Left Winger,Forward,7200000.0,1994-11-07,1994,11,25,Belgium
Rabbi Matondo,rabbi matondo,r,rabbi,matondo,Right Winger,Forward,7200000.0,2000-09-09,2000,9,19,Wales
Steven Skrzybski,steven skrzybski,s,steven,skrzybski,Right Winger,Forward,1440000.0,1992-11-18,1992,11,27,Germany
Mark Uth,mark uth,m,mark,uth,Second Striker,Forward,6750000.0,1991-08-24,1991,8,29,Germany
Ahmed Kutucu,ahmed kutucu,a,ahmed,kutucu,Centre-Forward,Forward,4860000.0,2000-03-01,2000,3,20,Turkey
Guido Burgstaller,guido burgstaller,g,guido,burgstaller,Centre-Forward,Forward,1620000.0,1989-04-29,1989,4,31,Austria
Kevin Trapp,kevin trapp,k,kevin,trapp,Goalkeeper,Goalkeeper,7200000.0,1990-07-08,1990,7,30,Germany
Frederik Rönnow,frederik ronnow,f,frederik,ronnow,Goalkeeper,Goalkeeper,2160000.0,1992-08-04,1992,8,28,Denmark
Felix Wiedwald,felix wiedwald,f,felix,wiedwald,Goalkeeper,Goalkeeper,428000.0,1990-03-15,1990,3,30,Germany
Evan N'Dicka,evan n'dicka,e,evan,n'dicka,Centre-Back,Defender,20250000.0,1999-08-20,1999,8,21,France
Martin Hinteregger,martin hinteregger,m,martin,hinteregger,Centre-Back,Defender,13050000.0,1992-09-07,1992,9,27,Austria
Simon Falette,simon falette,s,simon,falette,Centre-Back,Defender,1800000.0,1992-02-19,1992,2,28,Guinea
Tuta,tuta,t,tuta,tuta,Centre-Back,Defender,1800000.0,1999-07-04,1999,7,21,Brazil
David Abraham,david abraham,d,david,abraham,Centre-Back,Defender,1080000.0,1986-07-15,1986,7,34,Argentina
Fynn Otto,fynn otto,f,fynn,otto,Centre-Back,Defender,180000.0,2002-03-08,2002,3,18,Germany
Yannick Brugger,yannick brugger,y,yannick,brugger,Centre-Back,Defender,,2001-01-17,2001,1,19,Germany
Jetro Willems,jetro willems,j,jetro,willems,Left-Back,Defender,4950000.0,1994-03-30,1994,3,26,Netherlands
Erik Durm,erik durm,e,erik,durm,Left-Back,Defender,1440000.0,1992-05-12,1992,5,28,Germany
Danny da Costa,danny da costa,d,danny,costa,Right-Back,Defender,7200000.0,1993-07-13,1993,7,27,Germany
Almamy Touré,almamy toure,a,almamy,toure,Right-Back,Defender,5850000.0,1996-04-28,1996,4,24,France
Timothy Chandler,timothy chandler,t,timothy,chandler,Right-Back,Defender,2160000.0,1990-03-29,1990,3,30,United States
Stefan Ilsanker,stefan ilsanker,s,stefan,ilsanker,Defensive Midfield,Midfielder,2160000.0,1989-05-18,1989,5,31,Austria
Makoto Hasebe,makoto hasebe,m,makoto,hasebe,Defensive Midfield,Midfielder,720000.0,1984-01-18,1984,1,36,Japan
Nils Stendera,nils stendera,n,nils,stendera,Defensive Midfield,Midfielder,180000.0,2000-09-30,2000,9,19,Germany
Djibril Sow,djibril sow,d,djibril,sow,Central Midfield,Midfielder,8550000.0,1997-02-06,1997,2,23,Switzerland
Dominik Kohr,dominik kohr,d,dominik,kohr,Central Midfield,Midfielder,6120000.0,1994-01-31,1994,1,26,Germany
Sebastian Rode,sebastian rode,s,sebastian,rode,Central Midfield,Midfielder,4500000.0,1990-10-11,1990,10,29,Germany
Marijan Cavar,marijan cavar,m,marijan,cavar,Central Midfield,Midfielder,315000.0,1998-02-02,1998,2,22,Bosnia-Herzegovina
Lukas Fahrnberger,lukas fahrnberger,l,lukas,fahrnberger,Central Midfield,Midfielder,,2001-01-08,2001,1,19,Austria
Filip Kostic,filip kostic,f,filip,kostic,Left Midfield,Midfielder,28800000.0,1992-11-01,1992,11,27,Serbia
Steven Zuber,steven zuber,s,steven,zuber,Left Midfield,Midfielder,4050000.0,1991-08-17,1991,8,29,Switzerland
Daichi Kamada,daichi kamada,d,daichi,kamada,Attacking Midfield,Midfielder,10800000.0,1996-08-05,1996,8,24,Japan
Aymen Barkok,aymen barkok,a,aymen,barkok,Attacking Midfield,Midfielder,1170000.0,1998-05-21,1998,5,22,Germany
André Silva,andre silva,a,andre,silva,Centre-Forward,Forward,21600000.0,1995-11-06,1995,11,24,Portugal
Gonçalo Paciência,goncalo paciencia,g,goncalo,paciencia,Centre-Forward,Forward,10800000.0,1994-08-01,1994,8,26,Portugal
Bas Dost,bas dost,b,bas,dost,Centre-Forward,Forward,5850000.0,1989-05-31,1989,5,31,Netherlands
Ragnar Ache,ragnar ache,r,ragnar,ache,Centre-Forward,Forward,810000.0,1998-07-28,1998,7,22,Germany
Jabez Makanda,jabez makanda,j,jabez,makanda,Centre-Forward,Forward,180000.0,2001-08-08,2001,8,19,Angola
Jiri Pavlenka,jiri pavlenka,j,jiri,pavlenka,Goalkeeper,Goalkeeper,5850000.0,1992-04-14,1992,4,28,Czech Republic
Stefanos Kapino,stefanos kapino,s,stefanos,kapino,Goalkeeper,Goalkeeper,720000.0,1994-03-18,1994,3,26,Greece
Eduardo Dos Santos Haesler,eduardo dos santos haesler,e,eduardo,haesler,Goalkeeper,Goalkeeper,90000.0,1999-02-10,1999,2,21,Germany
Milos Veljkovic,milos veljkovic,m,milos,veljkovic,Centre-Back,Defender,4680000.0,1995-09-26,1995,9,24,Serbia
Ömer Toprak,omer toprak,o,omer,toprak,Centre-Back,Defender,3150000.0,1989-07-21,1989,7,31,Turkey
Marco Friedl,marco friedl,m,marco,friedl,Centre-Back,Defender,2880000.0,1998-03-16,1998,3,22,Austria
Niklas Moisander,niklas moisander,n,niklas,moisander,Centre-Back,Defender,1080000.0,1985-09-29,1985,9,34,Finland
Christian Groß,christian gro,c,christian,gro,Centre-Back,Defender,270000.0,1989-02-08,1989,2,31,Germany
Ludwig Augustinsson,ludwig augustinsson,l,ludwig,augustinsson,Left-Back,Defender,8550000.0,1994-04-21,1994,4,26,Sweden
Felix Agu,felix agu,f,felix,agu,Left-Back,Defender,1620000.0,1999-09-27,1999,9,20,Germany
Theodor Gebre Selassie,theodor gebre selassie,t,theodor,selassie,Right-Back,Defender,1260000.0,1986-12-24,1986,12,33,Czech Republic
Simon Straudi,simon straudi,s,simon,straudi,Right-Back,Defender,180000.0,1999-01-27,1999,1,21,Italy
Patrick Erras,patrick erras,p,patrick,erras,Defensive Midfield,Midfielder,1080000.0,1995-01-21,1995,1,25,Germany
Jean Manuel Mbom,jean manuel mbom,j,jean,mbom,Defensive Midfield,Midfielder,405000.0,2000-02-24,2000,2,20,Germany
Ole Käuper,ole kauper,o,ole,kauper,Defensive Midfield,Midfielder,225000.0,1997-01-09,1997,1,23,Germany
Ilia Gruev,ilia gruev,i,ilia,gruev,Defensive Midfield,Midfielder,180000.0,2000-05-06,2000,5,20,Bulgaria
Maximilian Eggestein,maximilian eggestein,m,maximilian,eggestein,Central Midfield,Midfielder,11700000.0,1996-12-08,1996,12,23,Germany
Davy Klaassen,davy klaassen,d,davy,klaassen,Central Midfield,Midfielder,10800000.0,1993-02-21,1993,2,27,Netherlands
Kevin Möhwald,kevin mohwald,k,kevin,mohwald,Central Midfield,Midfielder,1800000.0,1993-07-03,1993,7,27,Germany
Romano Schmid,romano schmid,r,romano,schmid,Central Midfield,Midfielder,1800000.0,2000-01-27,2000,1,20,Austria
Thore Jacobsen,thore jacobsen,t,thore,jacobsen,Central Midfield,Midfielder,248000.0,1997-04-19,1997,4,23,Germany
Leonardo Bittencourt,leonardo bittencourt,l,leonardo,bittencourt,Attacking Midfield,Midfielder,4320000.0,1993-12-19,1993,12,26,Germany
Johan Mina,johan mina,j,johan,mina,Attacking Midfield,Midfielder,270000.0,2002-05-15,2002,5,18,Ecuador
Milot Rashica,milot rashica,m,milot,rashica,Left Winger,Forward,19800000.0,1996-06-28,1996,6,24,Kosovo
Oscar Schönfelder,oscar schonfelder,o,oscar,schonfelder,Left Winger,Forward,225000.0,2001-02-05,2001,2,19,Germany
Tahith Chong,tahith chong,t,tahith,chong,Right Winger,Forward,5670000.0,1999-12-04,1999,12,20,Netherlands
Johannes Eggestein,johannes eggestein,j,johannes,eggestein,Right Winger,Forward,2250000.0,1998-05-08,1998,5,22,Germany
Martin Harnik,martin harnik,m,martin,harnik,Right Winger,Forward,900000.0,1987-06-10,1987,6,33,Austria
Josh Sargent,josh sargent,j,josh,sargent,Centre-Forward,Forward,6030000.0,2000-02-20,2000,2,20,United States
Davie Selke,davie selke,d,davie,selke,Centre-Forward,Forward,4500000.0,1995-01-20,1995,1,25,Germany
Yuya Osako,yuya osako,y,yuya,osako,Centre-Forward,Forward,3150000.0,1990-05-18,1990,5,30,Japan
Niclas Füllkrug,niclas fullkrug,n,niclas,fullkrug,Centre-Forward,Forward,3150000.0,1993-02-09,1993,2,27,Germany
Nick Woltemade,nick woltemade,n,nick,woltemade,Centre-Forward,Forward,900000.0,2002-02-14,2002,2,18,Germany
Tomas Koubek,tomas koubek,t,tomas,koubek,Goalkeeper,Goalkeeper,3150000.0,1992-08-26,1992,8,28,Czech Republic
Rafal Gikiewicz,rafal gikiewicz,r,rafal,gikiewicz,Goalkeeper,Goalkeeper,1080000.0,1987-10-26,1987,10,32,Poland
Benjamin Leneis,benjamin leneis,b,benjamin,leneis,Goalkeeper,Goalkeeper,180000.0,1999-03-08,1999,3,21,Germany
Felix Uduokhai,felix uduokhai,f,felix,uduokhai,Centre-Back,Defender,9000000.0,1997-09-09,1997,9,22,Germany
Jeffrey Gouweleeuw,jeffrey gouweleeuw,j,jeffrey,gouweleeuw,Centre-Back,Defender,8550000.0,1991-07-10,1991,7,29,Netherlands
Reece Oxford,reece oxford,r,reece,oxford,Centre-Back,Defender,2070000.0,1998-12-16,1998,12,21,England
Marek Suchy,marek suchy,m,marek,suchy,Centre-Back,Defender,1260000.0,1988-03-29,1988,3,32,Czech Republic
Philipp Max,philipp max,p,philipp,max,Left-Back,Defender,13500000.0,1993-09-30,1993,9,26,Germany
Iago,iago,i,iago,iago,Left-Back,Defender,3600000.0,1997-03-23,1997,3,23,Brazil
Mads Pedersen,mads pedersen,m,mads,pedersen,Left-Back,Defender,653000.0,1996-09-01,1996,9,23,Denmark
Raphael Framberger,raphael framberger,r,raphael,framberger,Right-Back,Defender,1080000.0,1995-09-06,1995,9,24,Germany
Simon Asta,simon asta,s,simon,asta,Right-Back,Defender,225000.0,2001-01-25,2001,1,19,Germany
Rani Khedira,rani khedira,r,rani,khedira,Defensive Midfield,Midfielder,7200000.0,1994-01-27,1994,1,26,Germany
Tobias Strobl,tobias strobl,t,tobias,strobl,Defensive Midfield,Midfielder,3150000.0,1990-05-12,1990,5,30,Germany
Carlos Gruezo,carlos gruezo,c,carlos,gruezo,Defensive Midfield,Midfielder,2700000.0,1995-04-19,1995,4,25,Ecuador
Felix Götze,felix gotze,f,felix,gotze,Defensive Midfield,Midfielder,653000.0,1998-02-11,1998,2,22,Germany
Eduard Löwen,eduard lowen,e,eduard,lowen,Central Midfield,Midfielder,4950000.0,1997-01-28,1997,1,23,Germany
Jan Morávek,jan moravek,j,jan,moravek,Central Midfield,Midfielder,540000.0,1989-11-01,1989,11,30,Czech Republic
Daniel Caligiuri,daniel caligiuri,d,daniel,caligiuri,Right Midfield,Midfielder,3600000.0,1988-01-15,1988,1,32,Italy
Georg Teigl,georg teigl,g,georg,teigl,Right Midfield,Midfielder,495000.0,1991-02-09,1991,2,29,Austria
Fredrik Jensen,fredrik jensen,f,fredrik,jensen,Attacking Midfield,Midfielder,1800000.0,1997-09-09,1997,9,22,Finland
Ruben Vargas,ruben vargas,r,ruben,vargas,Left Winger,Forward,8100000.0,1998-08-05,1998,8,22,Switzerland
Marco Richter,marco richter,m,marco,richter,Right Winger,Forward,7200000.0,1997-11-24,1997,11,22,Germany
André Hahn,andre hahn,a,andre,hahn,Right Winger,Forward,1440000.0,1990-08-13,1990,8,30,Germany
Noah Sarenren Bazee,noah sarenren bazee,n,noah,bazee,Right Winger,Forward,1350000.0,1996-08-21,1996,8,24,Nigeria
Michael Gregoritsch,michael gregoritsch,m,michael,gregoritsch,Second Striker,Forward,4950000.0,1994-04-18,1994,4,26,Austria
